Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Free TAFE,Job Trainer,Concession,Government subsidised fee,Non-subsidised fee,Currency,Currency_Time,Course_Delivery_Mode,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_3,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Prerequisite_3_grade_3,Website,Course_Lang,Availability,Description,Career_Outcomes/path,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks
ADIP,Melbourne Polytechnic,,Advanced Diploma of Conveyancing,Law,,,,,1115,4950,8050,AUD,Years,Normal,N/A,N/A,,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/advanced-diploma/conveyancing/,English,A,"Get qualified for a career in a growing industry .Conveyancers provide expert contract law advice to purchasers and vendors during real estate transactions. Melbourne Polytechnic’s Advanced Diploma of Conveyancing BSB61115 will teach you best practice for residential property and sale of business transactions, including trust fund management. With an average of 600,000 properties per sale every year, and with numbers still rising, conveyancers are always in demand. . .Learn at the forefront of conveyancing education  .Melbourne Polytechnic is the first TAFE to offer PEXA training with certified PEXA trainers as part of the Advanced Diploma of Conveyancing BSB61115. Knowledge of the PEXA platform is essential to the conveyancing industry and our trainer will teach you all of the necessary functions, from placing caveats to settling properties. You’ll be taught by qualified conveyancers and lawyers, with the experience to mentor you through your course. This course has been developed with industry to meet the compulsory educational requirements set by the Business Licensing Authority Victoria, to assist your application for a Conveyancer License.",Conveyancer/ Conveyancing Clerk,Australia,,Yes,,,,
ADIP,Melbourne Polytechnic,,Advanced Diploma of Conveyancing,Law,,,,,,,,AUD,Years,Normal,,Year(s),,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/course/eal/foundation-studies/,English,A,,,Australia,,,,,,
ADIP,Melbourne Polytechnic,,Advanced Diploma of Conveyancing,Law,495,495,,,,,,AUD,Years,Normal,,Year(s),,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/short-courses/life-skills-cooking/,English,A,,,Australia,,,,,,
VOC,Melbourne Polytechnic,,VCAL in Victorian Certificate of Applied Learning (Intermediate) Creative Industries,Mass Communication & Media,,,,,485,1800,8800,AUD,Years,Normal,N/A,N/A,,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/vcal/victorian-certificate-of-applied-learning-intermediate-creative-industries/creative-industries/,English,A,"Start your career in media .Melbourne Polytechnic’s Victorian Certificate of Applied Learning (VCAL) Creative Industries course is for young people who have had limited access to education and are interested in creative industries. You’ll receive supported training in basic knowledge and skills used in the film and radio industries. This qualification will prepare you for further study, pre-apprenticeships, apprenticeships or employment in the media industry. .Hands-on experience while you learn .Melbourne Polytechnic has partnered with Youthworx Media to bring you this unique program. You will learn about video production, radio broadcasting and photography through hands-on experience at a dedicated media training studio in Brunswick. Take the opportunity to work on film and photography projects and present a weekly radio show for SYN 90.7 FM with your classmates. Studying VCAL at Melbourne Polytechnic will take you out of the high school environment and prepare you for further study and/or employment. You will have access to our libraries and all campus student facilities, in addition to friendly and approachable teachers who are there to help you learn.",,Australia,,Yes,,,Yes,
VOC,Melbourne Polytechnic,,Certificate IV in Training and Assessment,Humanities and Social Science,,,,710,635,2550,3800,AUD,Years,Normal,N/A,N/A,,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/certificate-iv/training-and-assessment/,English,A,"Share your expertise with the world .The Vocational Education and Training (VET) sector educated around 3.4 million students in 2017. This is an industry where qualified teachers can make an incalculable difference to people’s lives, imparting essential industry knowledge and preparing generations of students, apprentices and trainees for practical careers in vocational industries. If you’re a professional in a VET sector and are interested in guiding, mentoring and assisting future professionals in their education journey, Melbourne Polytechnic’s Certificate IV in Training and Assessment will prepare you for a rewarding career in VET training and assessment. .Learn from the best .Melbourne Polytechnic Training and Assessment students have the unique opportunity to learn VET standards at a VET institution that has been operating for over 100 years. Our trainers are VET industry professionals with experience across language, literacy and numeracy, compliance and quality assurance and instructional design. They will equip you with the skills you’ll need on the job including developing learning programs, preparing/delivering training sessions, supporting students to maximise learning and assessing students to ensure learning outcomes have been achieved. Assessments reflect real workplace tasks, and you will receive one-on-one support from your trainer while getting feedback from your peers in workshops (virtual classroom).",,Australia,,,,,Yes,
VOC,Melbourne Polytechnic,,Certificate III in Companion Animal Services,Business & Commerce & Finance & Accounting,,,,,785,3300,7550,AUD,Years,Normal,1,Years,Yes,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/certificate-iii/companion-animal-services/,English,A,"Become a sought-after animal care expert .Australia has one of the highest rates of pet ownership in the world, with 62% of households owning a pet. Our animal care industry is massive and growing every year. Caring for our furry friends can be a rewarding career for animal lovers. Melbourne Polytechnic’s ACM30417 Certificate III in Companion Animal Services equips you with the necessary skills and knowledge to take care of animals in a professional setting. .Learn essential skills from industry experts .As part of Melbourne Polytechnic's ACM30417 Certificate III in Companion Animal Services, you will develop key animal care skills in practical work environments. You’ll be taught by  highly experienced teachers with industry connections in the animal care field. Melbourne Polytechnic has a range of well-equipped laboratories, a dog hydrobathing room, dedicated animal care facilities and simulated veterinary clinic, so you’ll receive practical experience with a variety of animals as part of your studies. Learn skills such as providing hydrobathing services, completing animal care hygiene routines, carrying out simple breeding procedures and maintaining and monitoring animal health and wellbeing.",Pet Groomer/ Animal Shelter Assistant/ Boarding Facility Assistant/ Aquarium Assistant/ Animal Pound Assistant/ Pet Shop Assistant,Australia,Yes,Yes,,,Yes,
VOC,Melbourne Polytechnic,,Certificate III in Companion Animal Services,Business & Commerce & Finance & Accounting,,,,,,,,AUD,Years,Normal,,Year(s),Yes,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/certificate-iii/urban-pest-management/non-apprenticeship/,English,A,,,Australia,,,,,,
VOC,Melbourne Polytechnic,,Certificate III in Pathology Collection,Medical and Nursing,,,,870,795,3350,5750,AUD,Years,Normal,N/A,N/A,,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/certificate-iii/pathology-collection/,English,A,"Become an important player in the health sector .Pathology collectors are essential to the healthcare system, collecting blood and other specimen samples from patients for laboratory analysis. Qualified pathologists with strong communication, active listening skills and confidence with technology are in demand. Melbourne Polytechnic’s Certificate III in Pathology Collection HLT37215 will teach you to confidently explain procedures to patients and work with specialised equipment in the healthcare system. Pathology collectors can expect stable employment prospects with low unemployment rates as part of a rewarding career providing first line care and support for patients. .An industry-connected course with hands-on learning .At Melbourne Polytechnic, we will equip you with the technical competency and communication skills required to find a rewarding career as a vital medical support worker. You will master technical skills to collect and process blood and other specimen samples, learn about the structure and function of body systems, develop communication skills to work in culturally diverse settings and gain an understanding of legal and ethical requirements. Melbourne Polytechnic students learn in a hands-on environment, training in our purpose-built classroom that simulates an industry-based pathology collection centre. You’ll be supported by teachers currently working in the industry, who will teach you best practice and industry secrets. You will also complete 35 hours of practical placement at a pathology collection centre or hospital in Melbourne and perform blood collections on patients and other students.",Pathology Collector,Australia,,,,,,
VOC,Melbourne Polytechnic,,Certificate II in Work Education,Education,,,,,365,1200,11150,AUD,Years,Normal,16,Years,,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/certificate-ii/work-education/,English,A,"Continue to develop your skills for the workforce .If you are a person with an intellectual disability, autism or cognitive impairment Melbourne Polytechnic’s Certificate II in Work Education  will help you find your path to your dream career. This qualification will build on skills learned in the Certificate I courses and continue to build confidence and essential skills for entering the workforce. You’ll learn in the classroom and on the job through work placement opportunities in retail, warehouse and or theatre work. Personal management, teamwork and communication skills will set you up for positive outcomes and a strong future in the workforce. .Learn skills in class and on the job .At Melbourne Polytechnic, we have a long history in disability sector. Our qualified careers advisors and teachers will develop an individualised program tailored to your interests and goals. Melbourne Polytechnic’s unique industry partnerships offer field trips in the areas of warehouse, retail and theatre. Plus, all students have the opportunity to gain real-life experience before they graduate, with 250 hours of practical placement, followed by an evaluation to determine your strengths and future goals. The course also includes three workshops for Parents as Career Partners. Your teachers will work with you at the end of the program, preparing an action plan to follow once the course is complete and assisting with active job searching. Best of all, class sizes are limited to ten students, so you’ll receive individual attention.",,Australia,,Yes,,,,
VOC,Melbourne Polytechnic,,Certificate III in Glass and Glazing,Humanities and Social Science,,,,,1015,4450,14500,AUD,Years,Normal,N/A,N/A,,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/certificate-iii/glass-and-glazing/designed-glazing/,English,A,"The only course of its kind in the world .Melbourne Polytechnic’s Certificate III in Glass and Glazing (Designed Glazing) MSF30418 is the only course in the world to offer a trade qualification in designed glazing. Glaziers are in high demand in Australia, with employment opportunities predicted to grow by more than 10% in the next five years. If you dream of a practical application for your visual arts skills and creativity in the booming architecture and construction industry, this unique course offers the skills to succeed.",Designed Glazier/ General Glazier,Australia,Yes,Yes,,,,
DIP,Melbourne Polytechnic,,Diploma of Project Management,Business & Commerce & Finance & Accounting,,,,,1095,4850,6200,AUD,Years,Normal,N/A,N/A,,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/diploma/project-management/,English,A,"A flexible qualification .A good project manager can work across a huge number of industries. Project managers who can effectively plan, implement and evaluate projects on time and on budget are in high demand. In fact, project management has been identified as 8th of the top 15 careers of the future. Organisations are increasingly drawing on talented project managers to increase their efficiency and optimise their projects. Melbourne Polytechnic’s Diploma of Project Management is a widely recognised qualification that can be applied to almost every sector, giving you the flexibility to pursue a career in a variety of industries .Wide-ranging learning opportunities .This diploma is taught by Melbourne Polytechnic’s experienced industry-based instructors with the skills and experience to train you in current project management practices. You’ll learn the essential components of successful project management, including project planning, implementation, monitoring, evaluation and review. Areas of study include scope, cost, time, risk, human resources, cost and quality management, as well as leadership and managing teams.",Project Administrator/ Project Leader/ Project Management Facilitator/ Program Administrator,Australia,,Yes,,,,
VOC,Melbourne Polytechnic,,Certificate III in Sports Turf Management,Business & Commerce & Finance & Accounting,,,,,1045,4480,8780,AUD,Years,Normal,N/A,N/A,,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/certificate-iii/sports-turf-management/apprenticeship/,English,A,"Start your career in a field of excellence .Greenkeeping and turf management is literally a growing industry with ample opportunities to combine your passions for horticulture, facilities management and sports into a successful career. Working in the turf management industry involves varied, outdoor-based work, including preparing seedbeds, establishing and maintaining turf, mowing, rolling and levelling turf, marking out pitch lines, setting up a variety of different pitches, courts and greens, and maintaining surrounding gardens. With over 14,000 job openings in sports turf management predicted in Australia alone in the next five years, your next office could be a world-class elite sports ground.  .Grow specialist skills in turf management for sports .Melbourne Polytechnic’s Certificate III in Sports Turf Management (Apprenticeship Stream) teaches a range of specialist skills including establishment and maintenance of recreational turf, preparation of sports playing surfaces, management of recreational and sports turf facilities, and advising on irrigation, pest and disease control. You will learn the latest technologies and methodologies being used by industry in state-of-the-art facilities. Melbourne Polytechnic Sports Turf Management students are nationally and internationally renowned, winning awards including the Sports Turf Awards’ Graduate of the Year and multiple places in the Future Turf Managers program in the United States. You may also have the opportunity to pursue internships at some of the world’s most elite sporting grounds.",Community Facility Groundskeeper/ Greenkeeper/ Groundsperson/ Irrigation Assistant/ Turf Wicket Curator,Australia,,Yes,,,,
VOC,Melbourne Polytechnic,,Certificate III in EAL (Access) (Partial),English,,,,,275,750,2700,AUD,Years,Normal,N/A,N/A,,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/certificate-iii/eal-access-partial/overseas-qualified-professionals-stream-oqp-victoria/,English,A,"Improve your employability .The Overseas Qualified Professionals (OQP) Victoria program at Melbourne Polytechnic is a course designed for skilled, qualified and experienced overseas professionals who require high level English and employment skills in English to restart their careers. .A deep understanding of the Australian labour market and workplace culture will help you successfully gain access to employment in Australia. . .An English course tailored to your needs .Melbourne Polytechnic Students OQP students receive a tailored learning plan which covers speaking, listening, reading, writing and digital literacy as well as employability skills in English. You’ll develop their communication and research skills and your knowledge of the Australian labour market. You will learn to prepare and participate in oral interactions in a professional context and write and read complex workplace-based texts. You will also learn CV development, analysis of position description and key selection criteria (KSC), job interview and workplace communication skills, as well as cultural knowledge, including Australian management concepts, industrial relations and Australian workplace practices. Friendly, experienced Melbourne Polytechnic staff also offer professional mentoring, assessment of your work readiness and can help to identify any barriers to employment and help you develop a plan to overcome them.",,Australia,Yes,,,,Yes,
BA,Melbourne Polytechnic,,Bachelor of Information Technology,Computer Science & Information Technology,,17520,,,,,,AUD,Years,Normal,3,Years,Yes,,Year 12,IELTS,ATAR ,12,6,,https://www.melbournepolytechnic.edu.au/study/bachelor/information-technology/,English,A,"Build a flexible skill set for a career in information technology .Information and communications technology (ICT) are crucial tools in any business.  Qualified ICT professionals are always in high demand. From ICT support technicians and test engineers, to business and systems analysts, jobs in this industry are experiencing strong growth, with as many as 70,000 new positions predicted in the next five years. Melbourne Polytechnic’s Bachelor of Information Technology is designed to provide high-level skills with a business focus, ensuring you’re up-to-date with the latest industry-relevant skills. .With instruction from industry experts, you’ll analyse, design, implement and manage complex information systems including Enterprise Resource Planning (ERP) and Business Intelligence and Software Development. You’ll also create software for a wide range of applications. Melbourne Polytechnic students benefit from our partnership with multinational analytics software developer, SAS Institute Inc, as Bachelor of Information Technology students also have the opportunity to receive the globally recognised “Information Technology Analytics” qualification. This is a globally recognised professional industry certification for eligible students on successful completion of specific units.",,Australia,,Yes,,,,
VOC,Melbourne Polytechnic,,Certificate II in Building and Construction,"Architecture, Building & Planning",,,300,300,665,2500,10050,AUD,Years,Normal,N/A,N/A,,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/certificate-ii/building-and-construction/bricklaying-pre-apprenticeship/,English,A,"A solid foundation for your career .If you like working with your hands and value the satisfaction of seeing something build and form in front of your eyes; a career in bricklaying is for you. Melbourne Polytechnic’s Certificate II in Building and Construction (Bricklaying) will prepare you for a rewarding career in a growing industry. ‘Brickies’ are always in demand, and there are plenty of opportunities for hard workers with an eye for detail and quality work in a $350 billion industry. Bricklaying is a job that gives you the satisfaction of seeing the rewards of your work every day. .Prepare for your apprenticeship .Melbourne Polytechnic’s Certificate II in Building and Construction (Bricklaying) will teach you all of the essential skills required to move into a bricklaying apprenticeship. You’ll learn the correct methods for laying bricks in both domestic and commercial settings in Victoria’s most technologically advanced building and construction training facilities. Your teachers are highly qualified and industry-experienced, and our self-paced learning resources ensure that the learning experience can meet your individual needs. This course includes an optional one-week work placement component to give you real-world site experience, as well as networking opportunities with bricklaying contractors and potential employers.",Labourer/ Subcontractor/ Blocklayer/ Bricklayer,Australia,,Yes,,,,
ADIP,Melbourne Polytechnic,,Advanced Diploma of Building Design (Architectural),Computer Science & Information Technology,18500,,,,2815,13450,30500,AUD,Years,Normal,2,Years,Yes,,Year 12,IELTS,ATAR ,12,5.5,,https://www.melbournepolytechnic.edu.au/study/advanced-diploma/building-design-architectural/,English,A,"Design a rewarding career for yourself .Begin to build your career with Melbourne Polytechnic’s Advanced Diploma of Building Design (Architectural). If you’ve dreamed of running your own building design firm, working for an architect or leading building design teams, this qualification is the first step in your journey. Building design is a creative and technical career in an industry with national skill shortages and almost 10,000 job opportunities predicted in the next five years. Our course will equip you with the industry knowledge and practical skills to master the design, presentation and documentation process for residential and commercial building projects.",Design Team Leader/ Project Administrator/ Architectural Technician/ Architect Assistant/ Designer,Australia,,Yes,,,,
BA,Melbourne Polytechnic,,Bachelor of Songwriting and Music Production,Computer Science & Information Technology,,17080,,,,,,AUD,Years,Normal,3,Years,Yes,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/bachelor/songwriting-and-music-production/,English,A,"A unique degree for music artists .Study music with a degree that is unique in Australia: Melbourne Polytechnic’s Bachelor of Songwriting and Music Production. This qualification is suited to emerging songwriters, composers and music producers who will engage with music as creative practice and be taught as artists. Our pursuit of excellence in contemporary music-making is based on the understanding of music as an art form. Aligned with “do it yourself” practice, your study engages with commercial practice and is grounded in historical context. Songwriting in Australia is a growth industry with its roots in community, and you’ll be learning all about it in Australia’s music capital. .Empowering creative practice .Bachelor of Songwriting and Music Production is an inspiring degree that empowers students within their practice towards a sustainable career - a welcoming and inclusive learning environment for songwriters, composers and music producers. We are committed to diversity with regard to both student intake and musical genre. .Within the degree, practical knowledge and artistic expression are interwoven in a unique curriculum which considers contemporary music an art form. There are four main strands in the degree – songwriting, music production, concepts and context, business and delivery of creative product. . .Songwriting and composition classes drive new ways of exploring and thinking about your creative practice through lectures, discussions, peer review and workshops. .Music production classes demystify the process whilst deepening your understanding of what is important in a recording. You will use current music software in an online environment until we return to our labs and recording studios on campus. .Conceptual subjects enrich your practice and application of ideas through study of contextual histories of songwriting and music production. Experimental practice is encouraged as is an inclusive approach to other art forms. .Business subjects articulate revenue streams for music artists, explain marketing principles and approaches to management of music careers. You will be comprehensively guided through releasing music, making video clips and developing your performance skills with the expectation that you will release a single or EP at the end of second year, and an EP or album at the end of third year.",,Australia,,,,,,
DIP,Melbourne Polytechnic,,Diploma of Graphic Design,Computer Science & Information Technology,18300,,,,2435,11550,15300,AUD,Years,Normal,1,Years,Yes,,Year 12,IELTS,ATAR ,12,5.5,,https://www.melbournepolytechnic.edu.au/study/diploma/graphic-design/,English,A,"Design a bright future for yourself .Melbourne Polytechnic’s Diploma of Graphic Design offers hands-on, practical skills. The course combines practical design processes and theory, allowing you to gain a solid base for future employment in the design industry. Graphic design is the most popular cultural occupation in Australia, with over 59,000 Australians working in the field. Advance your knowledge of the fundamentals of graphic design and stand out from the pack in this creative industry. .Illustrate your skills .Melbourne Polytechnic’s Diploma of Graphic Design has been developed to help you build strong practical skills and a theoretical foundation in design. Build skills in analysing design problems and developing solutions. You will learn about contemporary and traditional graphic design processes for both print and digital platforms. You'll cover 2D and 3D design, colour theory, concept development, design process and theory, digital imaging and computer graphics, drawing and illustration, professional typesetting and type design, information graphics, packaging and publication design, pre-press and web design basics. Learn from practising professionals, ensuring that the knowledge you gain is up-to-date and relevant to the industry. Melbourne Polytechnic has a huge range of facilities and software, including Adobe Creative Cloud, Mac labs, Epson printers and scanners and life-drawing facilities. Our Diploma of Graphic Design is the perfect pathway into our Bachelor of Illustration - the only specialist Illustration degree in Australia.",,Australia,,Yes,,,,
VOC,Melbourne Polytechnic,,Certificate IV in Visual Arts,Creative Arts & Design & Music,15000,,,1020,945,4100,10200,AUD,Years,Normal,1,Years,Yes,,Year 12,IELTS,ATAR ,12,5.5,,https://www.melbournepolytechnic.edu.au/study/certificate-iv/visual-arts/,English,A,"Extend your artistic practice .Our Certificate IV in Visual Arts course is designed to develop and extend skills and knowledge across a range of 2D art forms and develop skills and confidence in using a range of techniques. The course has a practical hands-on focus with instruction from specialist subject teachers. By studying at Melbourne Polytechnic you’ll be amongst Melbourne’s thriving visual arts scene, with over 100 art galleries in the metropolitan area alone.",Community Arts Project Facilitator/ Studio Assistant/ Gallery Assistant/ Community Arts Project Supervisor,Australia,,Yes,,,Yes,
VOC,Melbourne Polytechnic,,Certificate III in Business Administration (Medical) & Business Administration (Education),Business & Commerce & Finance & Accounting,,,,,901,3880,5980,AUD,Years,Normal,18, Weeks,Yes,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/certificate-iii/business-administration-medical-business-administration-education/,English,A,"Expand your career options with a dual qualification .Melbourne Polytechnic offers the unique opportunity for specialist knowledge of business administration in two sectors with our dual qualification Certificate III in Business Administration (Medical) BSB31115 /Certificate III in Business Administration (Education) BSB30915. Starting with a solid base in administrative skills in the education industry, you can specialise further to contribute essential expertise to ensure day-to-day efficiency at medical practices. Very strong growth is predicted in the medical administration and support sector, with job opportunities to increase by 25% in the next five years - making it a great time to advance your administration qualification. .Learn essential skills on the latest technology .Melbourne Polytechnic’s unique offering focuses on practical learning and job-ready skills. Our industry-experienced teachers will train you in best practice for education and medical administration, including transferable skills, such as scheduling, digital document production, spreadsheets, record-keeping and more. You’ll also learn specialised medical administration skills, including medical terminology and how to use the latest versions of PracSoft, the software used in medical practices.",Computer Clerk/ Ward Clerk/ Administrative Assistant/ Medical Receptionist/ Receptionist,Australia,,,,,Yes,
SHORT COURSES,Melbourne Polytechnic,,Course in English for General Purposes (Beginner to Advanced),English,352,,,,,,,AUD,Years,Normal,N/A,N/A,Yes,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/course/english-for-general-purposes-beginner-to-advanced/,English,A,"Improve your English .From beginner to advanced levels, you can improve your English skills with Melbourne Polytechnic’s International English programs. Students with limited English skills find it much harder to succeed in further study in Australia. You will learn practical English for work, study, and everyday situations, with a focus on speaking, listening, reading and writing. We will support you, and give you confidence in Australian workplaces and learning environments. .Flexible learning .Melbourne Polytechnic’s International English program is flexible, and the duration of this course depends on your personal goals. You are required to attend 20 hours of classes per week from Monday to Friday, but you can choose from a minimum of five weeks of study, to a maximum of 45 weeks of study.",,Australia,,,,,,
SHORT COURSES,Melbourne Polytechnic,,Course in English for General Purposes (Beginner to Advanced),English,595,595,,,,,,AUD,Years,Normal,,Year(s),Yes,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/short-courses/introduction-to-welding-mig-arc-and-oxyacetylene/,English,A,,,Australia,,,,,,
SHORT COURSES,Melbourne Polytechnic,,Course in English for General Purposes (Beginner to Advanced),English,495,495,,,,,,AUD,Years,Normal,,Year(s),Yes,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/short-courses/intermediate-jewellery/,English,A,,,Australia,,,,,,
DIP,Melbourne Polytechnic,,Diploma of Music Industry,Computer Science & Information Technology,,,,,1925,9000,11400,AUD,Years,Normal,1,Years,Yes,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/diploma/music-industry/music-production/,English,A,"Make some serious noise .Enrol in Melbourne Polytechnic’s Diploma of Music Industry (Music Production) and learn specialist skills for sound production. A qualification and real industry experience will help you stand out of the crowd in the competitive music industry. Australia’s songwriting industry is worth almost $400 million a year. Melbourne, with its dynamic and exciting music scene, is the perfect place to turn your passion for sound into a harmonious and fulfilling career. .Industry-level experience before your graduate .Students of our Diploma of Music Industry (Music Production) will analyse the works of other musicians and explore writing and producing their own music and sound designs. Acquire skills in sound synthesis, composition and arrangement, along with recording, mixing and live sound. You will work in state-of-the-art recording and live-performance facilities that use both analogue and digital technologies. Melbourne Polytechnic’s sound studios are equipped with Pro Tools and Ableton Live. This industry-standard software will allow you to produce electronic music and sounds for commercial release, live performance, theatre, film and television. Melbourne Polytechnic is an Avid Training Provider, giving you the opportunity to become a Pro Tools Certified Operator",Audio Engineer/ Music Producer/ Music Arranger/ Sound Designer/ Electronic Music Artist/ Music Composer,Australia,,Yes,,,,
ADIP,Melbourne Polytechnic,,Advanced Diploma of Graphic Design,Computer Science & Information Technology,15500,,,,1945,9100,12900,AUD,Years,Normal,1,Years,Yes,,Year 12,IELTS,ATAR ,12,5.5,,https://www.melbournepolytechnic.edu.au/study/advanced-diploma/graphic-design/,English,A,"Design a creative future in graphics .Melbourne Polytechnic’s Advanced Diploma of Graphic Design has an excellent reputation in the graphic design industry, boasting real employment opportunities for graduates through our widespread industry networks. You’ll develop top visual communication skills with practical applications. Graphic design is more important than ever, thanks to visual communication platforms like Instagram and Facebook, and the Australian industry is set to grow by almost 20% in the next five years. .Study design that’s supported by industry .Melbourne Polytechnic has been delivering the Advanced Diploma of Graphic Design for almost 40 years. We were one of the original providers of design education as the industry was forming in Australia in the 1970s and 1980s. Our long history in graphic design has taught us how to ensure you graduate job-ready. You’ll carry out advanced studies with complex briefs and visual communication problems, addressing a range of economic, social and environmental concerns. You’ll learn advertising and marketing design, professional design practice, motion graphics, advanced illustration, environmental design and complex packaging and publication design. Working with our industry partners, Melbourne Polytechnic gives students the opportunity to see firsthand what it’s like to work in an advertising agency, a design studio, a production house, or a multimedia studio. You will have the opportunity to attend conferences, workshops and studio access to enhance your networking with Australian and international designers.",Illustrator/ Graphic Designer/ Multimedia Artist/ Assistant Website Designer,Australia,,Yes,,,Yes,
VOC,Melbourne Polytechnic,,Certificate IV in Interior Decoration,Creative Arts & Design & Music,16352,,,1180,1105,4900,12750,AUD,Years,Normal,1,Years,Yes,,Year 12,IELTS,ATAR ,12,5.5,,https://www.melbournepolytechnic.edu.au/study/certificate-iv/interior-decoration/,English,A,"Turn your personal style into a beautiful career .Our MSF40118 Certificate IV in Interior Design will help you turn your individual style into an exciting and creative career. Styling a space is more important than ever in this Instagram age and the interior design industry is growing rapidly. Job opportunities in interior design have almost doubled since 2014. If you have an eye for detail and a taste for trends, you could use this qualification to establish your own interior design business or provide design consulting for high-end commercial and domestic clients. .Industry experience with real world design challenges .Learn the core principles and techniques needed to start your career in interior design, including how to research and use CAD design, analyse and apply colour, visual design practice and media techniques. You’ll be taught by our qualified and experienced design teachers, who have consulted with a variety of excellent industry contacts and affiliations, including the Design Institute of Australia and a range of retailers, designers and decorators, ensuring that everything you learn is timeless or on trend. Melbourne Polytechnic provides their interior design students with real world experience before they graduate, including the opportunity for internships with HBA and Associates, student-run stalls at the Melbourne Home Show, the annual Livestyling interior design competition and ongoing opportunities for interior design consultancies with the public.",Interior Design Consultant/ Interior Designer/ Retail Consultant/ Interior Stylist/ Interior Decorator/ Colour Consultant,Australia,,Yes,,,,
VOC,Melbourne Polytechnic,,Certificate II in Floristry (Assistant),Creative Arts & Design & Music,,,,,1030,3065,6615,AUD,Years,Normal,N/A,N/A,,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/certificate-ii/floristry-assistant/,English,A,"Let your skill set flourish .Allow your skills to grow and flourish with Melbourne Polytechnic’s Certificate II in Floristry (Assistant). Floristry is a stable industry in Australia, with over 4,000 job opportunities predicted over the next five years. You will be taught everything you need to know in order to work confidently as a floristry assistant. .Real world experience before you graduate .Melbourne Polytechnic’s Certificate II in Floristry (Assistant) will equip you with knowledge in flower and foliage identification and design and display processes, as well as retail skills and customer service. Our extensive industry connections ensure that your skills, techniques and designs are up-to-date with current trends. Melbourne Polytechnic’s partnership with Flowers Victoria and The Nursery and Garden Industry of Victoria will give you the opportunity to assist during the Melbourne International Flower and Garden Show, granting your qualification an immersive experience and industry credibility.",Events Floristry Assistant/ Floristry Assistant/ Retail Floristry Assistant,Australia,Yes,Yes,,,,
VOC,Melbourne Polytechnic,,VCAL in Victorian Certificate of Applied Learning (Senior),Science and Health Science,,,,,535,1850,8850,AUD,Years,Normal,N/A,N/A,,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/study/vcal/victorian-certificate-of-applied-learning-senior/,English,A,"If you want to get a year 12 certificate and don't want to be in school then the Victorian Certificate of Applied Learning (VCAL) Senior at Melbourne Polytechnic is the path for you. This full time course will give you the opportunity to complete your year 12. The Senior stream gives you more future options than the Intermediate, including pathways to industry and further education. .Supported learning and friendly advice  .Our VCAL Senior course is a unique offering for young people who have not finished Year 12, but want to move into further study and qualified employment. Learn in an environment that’s not like high school. You’ll improve your literacy, numeracy, personal and work skills. Careers counselling is central to this course. You’ll have friendly and approachable teachers that are experts at working with young people supporting you while you study. Our Student Pathways Advisors will help you decide which pathway you might like to do in the future. At Senior level, the course offers students a higher level of interpersonal skills, and the ability to work independently with effective decision-making and leadership skills. VCAL Senior is a year 12 equivalent.",,Australia,,Yes,,,Yes,
VOC,Melbourne Polytechnic,,VCAL in Victorian Certificate of Applied Learning (Senior),Science and Health Science,106,106,,,,,,AUD,Years,Normal,,Year(s),,,Year 12,IELTS,ATAR ,,,,https://www.melbournepolytechnic.edu.au/short-courses/lea-licensed-electrician-theory-let-assessment/,English,A,,,Australia,,,,,,
